timestamp,open,close,high,low,volume,amount,hour_of_day,price_change,price_change_pct,volume_change,volume_change_pct,close_pc,close_cpc,cma,sma5,sma8,sma13,sma20,sma50,sma200,ema8,ema12,ema26,goldencross,deathcross,bb20_upper,bb20_mid,bb20_lower,fbb_mid,fbb_upper0_236,fbb_upper0_382,fbb_upper0_5,fbb_upper0_618,fbb_upper0_786,fbb_upper1,fbb_lower0_236,fbb_lower0_382,fbb_lower0_5,fbb_lower0_618,fbb_lower0_786,fbb_lower1,rolling_mean,rolling_std,support,resistance,rsi14,stochrsi14k,stochrsi14d,williamsr14,macd,signal,obv,obv_pc,elder_ray_bull,elder_ray_bear,eri_buy,eri_sell,ema8gtema12,ema8gtema12co,ema8ltema12,ema8ltema12co,ema12gtema26,ema12gtema26co,ema12ltema26,ema12ltema26co,sma5gtsma8,sma5gtsma8co,sma5ltsma8,sma5ltsma8co,sma8gtsma13,sma8gtsma13co,sma8ltsma13,sma8ltsma13co,sma50gtsma200,sma50gtsma200co,sma50ltsma200,sma50ltsma200co,macdgtsignal,macdgtsignalco,macdltsignal,macdltsignalco,-di14,+di14,adx14,adx14_trend,adx14_strength,closegtbb20_upper,closegtbb20_upperco,closeltbb20_mid,closeltbb20_midco,closeltbb20_lower,closeltbb20_lowerco,closegtbb20_mid,closegtbb20_midco
2024-02-10 19:10:00,47334.0,47361.0,47361.0,47334.0,9.11902631,431850.161805401,19,-52.400000000001455,-0.0011051727992508,-6.91248862,-0.4311812483213649,-0.0011051727992509308,-0.004897665887158342,47531.9875,47458.68,47515.675,47516.05384615385,47361.0,47361.0,47361.0,47477.469764108166,47496.47854154267,47361.0,False,False,47361.0,47361.0,47361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25.615387989465138,50.0,50.0,-91.71779141104295,0.0,0.0,-41.600585210000006,28.07,-142.79004261046066,-169.79004261046066,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,26.665171563130585,11.362786872990979,29.328369827402124,bear,strong,False,False,False,False,False,False,False,False
2024-02-10 19:05:00,47310.6,47334.1,47336.0,47305.0,6.12933998,290017.17481352,19,-26.90000000000145,-0.0005679778720888,-2.9896863300000005,-0.3278514863721234,-0.0005679778720888429,-0.005462861993398405,47520.34705882353,47414.08,47484.3625,47502.50769230769,47334.1,47334.1,47334.1,47445.60981652857,47471.49722745918,47334.1,False,False,47334.1,47334.1,47334.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,23.86701823370078,50.0,50.0,-91.80281690140886,0.0,0.0,-47.72992519,14.73,-143.54860795182321,-174.54860795182321,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,25.073024394094833,11.999684218836373,29.328369827402124,bear,strong,False,False,False,False,False,False,False,False
2024-02-10 19:00:00,47329.9,47310.5,47334.0,47305.1,3.97482327,188101.543828592,19,-23.599999999998545,-0.0004985834736479,-2.15451671,-0.351508762286017,-0.0004985834736479511,-0.00595872177433765,47508.68888888889,47378.6,47443.6875,47490.09230769231,47310.5,47310.5,47310.5,47415.58541285556,47446.72842323469,47310.5,False,False,47310.5,47310.5,47310.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,22.421131481300428,50.0,50.0,-98.45070422535211,0.0,0.0,-51.704748460000005,8.33,-121.39880681585055,-150.298806815852,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,25.516249153689945,12.863913337847002,29.328369827402124,bear,strong,False,False,False,False,False,False,False,False
2024-02-10 18:55:00,47308.1,47329.8,47332.8,47308.1,4.28917367,202964.692115071,18,19.30000000000291,0.0004079432684077,0.3143504000000003,0.0790853778009607,0.00040794326840765116,-0.00555320932636616,47499.27368421052,47349.759999999995,47408.475,47476.39230769231,47329.8,47329.8,47329.8,47396.52198777655,47428.739435044736,47329.8,False,False,47329.8,47329.8,47329.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,26.350612906136938,50.0,50.0,-93.01408450704143,0.0,0.0,-47.41557479000001,-8.3,-104.6561201278746,-129.35612012787897,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,24.507848408637336,13.181857601248742,29.328369827402124,bear,strong,False,False,False,False,False,False,False,False
2024-02-10 18:50:00,47292.5,47308.2,47336.0,47292.4,5.90589053,279458.892288809,18,-21.60000000000582,-0.0004563720953818,1.6167168599999997,0.3769296802570364,-0.00045637209538185175,-0.00600704709197164,47489.72,47328.72,47377.3625,47459.23846153846,47489.72,47308.2,47308.2,47376.89487938176,47410.19490657631,47308.2,False,False,47705.56165121681,47489.72,47273.87834878319,47483.78166666666,47560.00929767783,47607.16706940508,47645.28088491066,47683.39470041624,47737.65843774623,47806.780103154655,47407.55403565549,47360.39626392825,47322.282448422666,47284.168632917084,47229.9048955871,47160.78323017867,47489.72,110.7244308133804,47268.27113837324,47711.168861626764,24.834510527069316,50.0,50.0,-95.70184983678027,0.0,0.0,-53.32146532000001,12.46,-82.99096010961512,-126.59096010961366,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,26.335305023394938,10.956122539065777,29.328369827402124,bear,strong,False,False,True,True,False,False,False,False
2024-02-10 18:45:00,47305.5,47292.4,47305.6,47292.4,4.08119733,193041.019688116,18,-15.799999999995634,-0.00033398015566,-1.8246932,-0.3089615682395656,-0.0003339801556599964,-0.006339021013108792,47480.32380952381,47315.0,47352.924999999996,47438.49230769231,47474.635,47292.4,47292.4,47358.11823951915,47392.07261325688,47292.4,False,False,47701.09777641149,47474.635,47248.17222358852,47468.79833333333,47548.04211573319,47597.06581162463,47636.68770282455,47676.30959402448,47732.72042217353,47804.57707231577,47389.55455093348,47340.53085504204,47300.908963842114,47261.28707264218,47204.876244493134,47133.019594350895,47474.635,116.17295307564207,47242.28909384872,47706.980906151286,23.75772151670802,50.0,50.0,-100.0,0.0,0.0,-57.40266265000001,7.65,-95.30653723681462,-108.50653723681171,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,27.904583723105297,7.10009354536964,29.328369827402124,bear,strong,False,False,True,False,False,False,False,False
2024-02-10 18:40:00,47310.0,47305.5,47313.8,47300.0,11.3039159,534714.273968724,18,13.099999999998545,0.0002770001099542,7.22271857,1.7697548013440456,0.0002770001099541286,-0.006063776812672339,47472.37727272727,47309.28,47331.8625,47417.023076923084,47458.96000000001,47305.5,47305.5,47346.42529740378,47378.7537496789,47305.5,False,False,47686.67834708692,47458.96000000001,47231.24165291309,47454.15166666666,47534.2273602508,47583.76571306132,47623.8035598534,47663.841406645464,47720.844442756206,47793.45545304013,47374.075973082516,47324.53762027199,47284.49977347992,47244.46192668785,47187.45889057711,47114.847880293186,47458.96000000001,116.81704724189488,47225.32590551622,47692.59409448379,26.599391010628263,50.0,50.0,-96.43634385201344,0.0,0.0,-46.09874675000001,-19.69,-73.4770319172676,-87.2770319172705,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,28.76567020250681,8.061716489875199,29.328369827402124,bear,strong,False,False,True,False,False,False,False,False
2024-02-10 18:35:00,47304.2,47310.0,47327.4,47300.0,6.40019955,302775.529528487,18,4.5,9.51263595142214e-05,-4.90371635,-0.4338068677598707,9.512635951414161e-05,-0.005969227278171285,47465.31739130435,47309.18,47318.9375,47391.95384615385,47444.96000000001,47310.0,47310.0,47338.330786869614,47368.1762497283,47310.0,False,False,47673.15983698504,47444.96000000001,47216.76016301497,47441.74333333333,47522.745557908485,47572.85710362024,47613.358215907814,47653.859328195394,47711.521928740425,47784.9730984823,47360.74110875818,47310.62956304642,47270.12845075885,47229.62733847127,47171.96473792624,47098.51356818436,47444.96000000001,117.06404634800344,47210.831907304,47679.088092696016,27.59767954973178,50.0,50.0,-95.07278835386374,0.0,0.0,-39.69854720000001,-13.88,-48.83745592908963,-76.23745592909108,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,31.18335772527661,2.278904453272313,29.328369827402124,bear,strong,False,False,True,False,False,False,False,False
2024-02-10 18:30:00,47259.4,47304.2,47315.9,47259.4,9.55273607,451719.779674039,18,-5.80000000000291,-0.0001225956457409,3.15253652,0.4925684731189358,-0.0001225956457409083,-0.006091091122639503,47458.604166666664,47304.06,47311.8375,47368.31538461538,47434.659999999996,47304.2,47304.2,47330.74616756525,47358.3337497701,47304.2,False,False,47668.67331073252,47434.659999999996,47200.64668926747,47431.16333333334,47514.7091224019,47566.39422919856,47608.16712373284,47649.94001826712,47709.41329184136,47785.170914132344,47347.61754426477,47295.93243746812,47254.159542933834,47212.38664839955,47152.913374825315,47077.15575253433,47434.659999999996,120.04629545567214,47194.56740908865,47674.75259091134,27.086342858769253,50.0,50.0,-87.5728155339818,0.0,0.0,-49.25128327000001,24.06,-50.046390796363994,-106.546390796364,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,35.74517455964505,2.2993355131318367,29.328369827402124,bear,strong,False,False,True,False,False,False,False,False
2024-02-10 18:25:00,47291.9,47259.3,47295.9,47259.3,2.58697414,122318.621304579,18,-44.89999999999418,-0.0009491757602917,-6.965761929999999,-0.7291902423511634,-0.0009491757602917428,-0.007034485366883891,47450.632000000005,47294.28,47302.487499999996,47345.407692307694,47424.030000000006,47259.3,47259.3,47314.86924143964,47343.09778826701,47259.3,False,False,47669.35244984917,47424.030000000006,47178.707550150844,47420.79,47507.59657336857,47561.29894502879,47604.70223171308,47648.10551839737,47709.90002825297,47788.614463426165,47333.98342663143,47280.28105497121,47236.87776828692,47193.47448160263,47131.679971747035,47052.965536573836,47424.030000000006,125.84776141286846,47172.33447717427,47675.72552282574,23.46219390047691,50.0,50.0,-100.0,0.0,0.0,-51.83825741000001,5.25,-54.81119211117766,-91.4111921111762,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,30.307214359682067,2.5083419629505386,29.328369827402124,bear,strong,False,False,True,False,False,False,False,False
2024-02-10 18:20:00,47229.1,47291.9,47291.9,47229.1,3.05347968,144314.432755268,18,32.599999999998545,0.0006898113175607,0.46650554,0.1803286444912046,0.0006898113175608511,-0.0063495265169423165,47444.52692307692,47294.18000000001,47300.162500000006,47330.330769230764,47413.229999999996,47291.9,47291.9,47309.76496556417,47335.221205456706,47444.52692307692,False,False,47661.82882622408,47413.229999999996,47164.63117377591,47408.86833333333,47497.442859231516,47552.23896423633,47596.52622718542,47640.81349013452,47703.866542468815,47784.18412103751,47320.29380743515,47265.49770243034,47221.21043948124,47176.923176532146,47113.87012419785,47033.55254562915,47413.229999999996,127.52850702984645,47158.172985940306,47668.287014059686,30.711142357768736,50.0,50.0,-79.41658472631818,-109.30571762021282,0.0,-48.78477773000001,-5.89,-50.40959323815332,-113.20959323815623,True,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,33.341581096127854,2.69701843375022,29.328369827402124,bear,strong,False,False,True,False,False,False,False,False
2024-02-10 18:15:00,47230.2,47229.1,47264.0,47229.1,10.14872886,479526.871905018,18,-62.80000000000291,-0.0013279229635519,7.09524918,2.323660192164763,-0.0013279229635519973,-0.007669017798424771,47436.54814814815,47278.9,47287.575,47311.49230769231,47398.125,47229.1,47229.1,47291.839417661016,47318.89486615567,47428.56937321937,False,False,47652.85253973607,47398.125,47143.39746026393,47393.90666666666,47483.45953946087,47538.86089296915,47583.63732936625,47628.41376576335,47692.16326843041,47773.36799206583,47304.353793872455,47248.95244036418,47204.17600396708,47159.39956756998,47095.65006490291,47014.44534126749,47398.125,130.6724707245609,47136.78005855088,47659.46994144912,25.667839543551374,50.0,50.0,-100.0,-109.67450706369709,0.0,-58.93350659000001,20.8,-62.13679420413246,-97.03679420413391,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,29.632566745968482,2.8813111287341995,56.53215029115453,bear,strong,False,False,True,False,False,False,False,False
2024-02-10 18:10:00,47238.7,47230.2,47255.7,47230.0,7.1068562,335728.413483443,18,1.0999999999985448,2.329072542137252e-05,-3.04187266,-0.2997294244394662,2.329072542139876e-05,-0.007645905689991128,47429.17857142857,47262.94,47277.825000000004,47297.399999999994,47381.53,47230.2,47230.2,47278.1417692919,47305.249502131715,47413.87534557349,False,False,47634.60458268264,47381.53,47128.45541731736,47377.791666666664,47466.011573827316,47520.58829605383,47564.69824963415,47608.80820321448,47671.60881509156,47751.604832601646,47289.57175950601,47234.9950372795,47190.88508369918,47146.77513011885,47083.97451824177,47003.97850073168,47381.53,129.82452164768515,47121.88095670463,47641.17904329537,25.89738585993092,50.0,50.0,-99.42378208486195,-108.62584344177594,0.0,-51.826650390000005,-12.06,-56.731537889259926,-82.43153788925702,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,29.502262443438692,3.2880844645554914,60.011259260701934,bear,strong,False,False,True,False,False,False,False,False
2024-02-10 18:05:00,47230.2,47238.7,47268.0,47222.2,11.54955428,545670.96422372,18,8.5,0.0001799695957247,4.44269808,0.6251284611612095,0.00017996959572474935,-0.007467312124822323,47422.61034482758,47249.84,47271.1125,47287.9923076923,47364.235,47238.7,47238.7,47269.376931671475,47295.01111718838,47400.89939404953,False,False,47606.48048107238,47364.235,47121.98951892762,47359.99333333333,47442.4856640524,47493.519055090466,47534.76522045,47576.011385809536,47634.73473988073,47709.53710756667,47277.50100261426,47226.4676115762,47185.22144621667,47143.97528085713,47085.25192678593,47010.449559099994,47364.235,124.26930973535788,47115.69638052928,47612.77361947072,27.753986033906248,50.0,50.0,-88.11239193083598,-105.8882768611511,0.0,-40.27709611,-22.28,-33.898461047938326,-79.69846104794124,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,24.04893581364152,5.714764538294884,61.6621632866562,bear,strong,False,False,True,False,False,False,False,False
